,clinic.Headaches,clinic.MouthOpening,C.Sal.greyLevelNonuniformity.CXCL16_Saliva,C.TbTh,Ser.Sal.VE.Cadherin_m.Angiogenin_Saliva,C.C.greyLevelNonuniformity.runLengthNonuniformity,clinic.RestlessSleep,Sal.Sal.TIMP.1_Saliva.VEGF_Saliva,Sal.Sal.Angiogenin_Saliva.ENA.78_Saliva,Af.Sal.longRunLowGreyLevelEmphasis.1.VE.Cadherin_Saliva,clinic.Sal.Headaches.VE.Cadherin_Saliva,JS.JS,Af.JS.shortRunHighGreyLevelEmphasis.1.JS,demo.Ser.gender.MMP.7_m,clinic.Sal.RestlessSleep.Angiogenin_Saliva,demo.clinic.gender.MuscleSoreness,clinic.MuscleSoreness,demo.Af.age.greyLevelNonuniformity.1,Ser.Sal.VE.Cadherin_m.CXCL16_Saliva,Af.JS.longRunHighGreyLevelEmphasis.1.JS,clinic.Af.MouthOpening.TbSp.1,clinic.Sal.MouthOpening.PAI.1_Saliva,C.Af.TbTh.TbSp.1,clinic.Af.MouthOpening.greyLevelNonuniformity.1,clinic.Ser.MuscleSoreness.TRANCE_m,Af.Sal.greyLevelNonuniformity.1.TIMP.1_Saliva,demo.clinic.gender.RestlessSleep,C.Sal.TbN.VE.Cadherin_Saliva,C.Sal.runLengthNonuniformity.CXCL16_Saliva,Af.Ser.TbN.1.TGFb1_m,demo.Af.age.TbN.1,demo.Sal.gender.VEGF_Saliva,Ser.Ser.MMP.3_m.VEGF_m,Af.Ser.longRunEmphasis.1.PAI.1_m,clinic.Af.LowerBackPain.TbN.1,demo.C.gender.clusterProminence,clinic.Ser.LowerBackPain.CXCL16_m,Af.Ser.correlation.1.ENA.78_m,C.Sal.TbN.ENA.78_Saliva,Ser.Ser.ENA.78_m.TRANCE_m,demo.Sal.gender.TGFb1_Saliva,Sal.Sal.CXCL16_Saliva.TIMP.1_Saliva,Ser.Sal.TRANCE_m.CXCL16_Saliva,C.Af.greyLevelNonuniformity.longRunEmphasis.1,demo.age,Af.Ser.greyLevelNonuniformity.1.ENA.78_m,C.Af.clusterProminence.TbSp.1,C.Af.greyLevelNonuniformity.shortRunHighGreyLevelEmphasis.1,clinic.Ser.MuscleSoreness.TGFb1_m,Af.Ser.energy.1.OPG_m,clinic.Sal.RestlessSleep.PAI.1_Saliva,clinic.Sal.MuscleSoreness.TIMP.1_Saliva,Af.Sal.shortRunHighGreyLevelEmphasis.1.VE.Cadherin_Saliva,C.Sal.TbN.CXCL16_Saliva,Ser.Sal.ENA.78_m.TGFb1_Saliva,clinic.Ser.MuscleSoreness.TIMP.2_m,Af.Ser.longRunEmphasis.1.OPG_m,C.C.clusterProminence.runLengthNonuniformity,Af.Ser.TbN.1.TIMP.2_m,Af.Ser.longRunEmphasis.1.CXCL16_m,Ser.Sal.PAI.1_m.TGFb1_Saliva,C.Ser.greyLevelNonuniformity.TIMP.2_m,Ser.Sal.MMP.7_m.PAI.1_Saliva,clinic.Sal.MouthOpening.CXCL16_Saliva,Af.Af.correlation.1.longRunEmphasis.1,clinic.Af.Headaches.correlation.1,clinic.C.MouthOpening.greyLevelNonuniformity,Af.Ser.energy.1.MMP.7_m,Sal.JS.ENA.78_Saliva.JS,C.Sal.greyLevelNonuniformity.ENA.78_Saliva,Sal.Sal.Angiogenin_Saliva.VEGF_Saliva,clinic.Sal.Headaches.ENA.78_Saliva,demo.C.gender.greyLevelNonuniformity,C.Sal.TbTh.Angiogenin_Saliva,C.Ser.TbN.PAI.1_m,C.greyLevelNonuniformity,demo.Af.gender.greyLevelNonuniformity.1,clinic.Af.MuscleSoreness.shortRunHighGreyLevelEmphasis.1,Af.Ser.longRunLowGreyLevelEmphasis.1.VEGF_m,C.TbN,C.Ser.TbN.TGFb1_m,Ser.Ser.BDNF_m.TIMP.2_m,Af.Sal.TbN.1.TGFb1_Saliva,demo.Ser.age.TIMP.2_m,clinic.Sal.Headaches.PAI.1_Saliva,Ser.Sal.BDNF_m.Angiogenin_Saliva,Af.Ser.longRunLowGreyLevelEmphasis.1.TGFb1_m,demo.JS.gender.JS,Ser.Ser.ENA.78_m.TIMP.2_m,Af.shortRunHighGreyLevelEmphasis.1,clinic.JS.MouthOpening.JS,clinic.LowerBackPain,C.Af.TbTh.greyLevelNonuniformity.1,Af.JS.greyLevelNonuniformity.1.JS,Af.Sal.shortRunHighGreyLevelEmphasis.1.Angiogenin_Saliva,Af.Sal.TbN.1.TIMP.1_Saliva,clinic.Sal.LowerBackPain.ENA.78_Saliva,clinic.Sal.Headaches.TGFb1_Saliva,Af.Sal.greyLevelNonuniformity.1.TGFb1_Saliva,Af.Ser.longRunLowGreyLevelEmphasis.1.OPG_m,Ser.Sal.TIMP.2_m.PAI.1_Saliva,Af.longRunEmphasis.1,C.runLengthNonuniformity,C.Ser.TbTh.ENA.78_m,Sal.Angiogenin_Saliva,Ser.Sal.TIMP.2_m.VE.Cadherin_Saliva,Af.Af.energy.1.longRunEmphasis.1,Sal.Sal.ENA.78_Saliva.TIMP.1_Saliva,demo.Ser.gender.VEGF_m,Sal.Sal.CXCL16_Saliva.ENA.78_Saliva,Af.Af.longRunEmphasis.1.TbN.1,clinic.C.Headaches.TbTh,Af.JS.TbN.1.JS,Ser.Sal.TGFb1_m.TGFb1_Saliva,C.Af.TbTh.TbN.1,Af.Ser.greyLevelNonuniformity.1.VEGF_m,Af.Ser.longRunHighGreyLevelEmphasis.1.TRANCE_m,Sal.ENA.78_Saliva,clinic.Sal.LowerBackPain.CXCL16_Saliva,C.Af.greyLevelNonuniformity.correlation.1,Sal.JS.VE.Cadherin_Saliva.JS,Af.longRunHighGreyLevelEmphasis.1,demo.gender,clinic.Sal.LowerBackPain.TIMP.1_Saliva,Af.correlation.1,clinic.clinic.LowerBackPain.MouthOpening,Af.Ser.shortRunHighGreyLevelEmphasis.1.TGFb1_m,demo.clinic.gender.LowerBackPain,C.Sal.TbTh.VE.Cadherin_Saliva,demo.Ser.age.Angiogenin_m,C.Af.TbN.greyLevelNonuniformity.1,clinic.Af.MuscleSoreness.longRunHighGreyLevelEmphasis.1,Af.Ser.shortRunHighGreyLevelEmphasis.1.TRANCE_m,demo.Sal.age.TGFb1_Saliva,Af.Af.longRunEmphasis.1.shortRunHighGreyLevelEmphasis.1,demo.C.gender.TbN,Af.Ser.TbN.1.CXCL16_m,Sal.JS.Angiogenin_Saliva.JS,Af.energy.1,clinic.Af.MuscleSoreness.longRunEmphasis.1,Af.Sal.longRunEmphasis.1.ENA.78_Saliva,Ser.JS.Angiogenin_m.JS,Ser.Sal.MMP.7_m.ENA.78_Saliva,demo.Ser.age.MMP.7_m,C.JS.TbTh.JS
2022,0.536076131687243,0.504483641975309,0.501402366255144,0.507820679012346,0.465615432098765,0.353056481481481,0.242824074074074,0.196718827160494,0.132726646090535,0.122179938271605,0.104673353909465,0.0785663580246914,0.0844318930041152,0.0557969135802469,0.0760932098765432,0.0552647119341564,0.0328961934156379,0.0670740740740741,0.0230896090534979,0.0195811728395062,0.00797201646090535,0.0301375514403292,0.0403148148148148,0.0343111111111111,0.0345410493827161,0,0.0243374485596708,0.00195010288065844,0.00937572016460905,0.00417767489711934,0.014927366255144,0.00151213991769547,0,0.0135095679012346,0.00259866255144033,0,0.00076656378600823,0.0066738683127572,0,0.00119670781893004,0.000539609053497942,0.0027212962962963,0.0094619341563786,0.00119012345679012,0,0.0183444444444444,0,0.00490473251028807,0.00344413580246914,0.000236111111111111,0,0,0,0.0244047325102881,0.00792798353909465,0.0053298353909465,4.16666666666667e-05,0.000294855967078189,0.00858487654320988,0,0,0.00087037037037037,0,0,0,0,0,0.000596604938271605,0,0,0,0,0,0,0.00139485596707819,0,0.000840740740740741,0,0,0,0,0.000929526748971193,0,0.00806183127572016,0.0368445473251029,0.00116954732510288,0,0,0.000445884773662551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053477366255144,0,0,0,0,0,0,0,0,0,0,0,0,0.0233721193415638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000944341563786008,0,0,0,0,0,0,0,0,0,0,0
2023,0.575506995884774,0.551241975308642,0.543423456790123,0.519673456790123,0.445697119341564,0.333593106995885,0.261675925925926,0.259305041152263,0.112840329218107,0.119000925925926,0.0981706790123457,0.0545622427983539,0.0816917695473251,0.0823421810699588,0.0602586419753086,0.0792131687242798,0.031220987654321,0.0518148148148148,0.0509251028806584,0.00153662551440329,0.0237382716049383,0.0352612139917695,0.0419145061728395,0.0305995884773663,0.0353478395061728,0.0258817901234568,0.00426337448559671,0,0.014823353909465,0.00741255144032922,0.0221859053497942,0.0250570987654321,0.00223724279835391,0.00255689300411523,0.00369012345679012,0.00737674897119342,0.0194037037037037,0.00460679012345679,0,0.00459485596707819,0,0,0.000915329218106996,0,0.00228374485596708,0.00512777777777778,0.00474125514403292,0.0141167695473251,0.000950102880658436,0.00333199588477366,0,0.0431098765432099,0.0135309670781893,0.00424310699588477,0.00371286008230453,0.0022130658436214,0.0244765432098765,0,0.00014619341563786,0.00951862139917696,0,0.000853497942386831,0,0,0,0,0,0,0.00514341563786008,0,0,0,0,0,0,0,0,0,0.0211332304526749,0,0.00164989711934156,0.000114300411522634,0,0.006040329218107,0,0.00150133744855967,0,0.00722479423868313,0.00180257201646091,0,0,0,0,0,0,0,0,0,0,0.0113104938271605,0,0,0,0,0,0.000820267489711934,0,0,0,0,0,0,0.00193312757201646,0,0,0,0,0.00284619341563786,0,0,0,0,1.69753086419753e-05,0,0,0.00044156378600823,0,0,0,0.00125174897119342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0.539920987654321,0.551045781893004,0.496587860082305,0.462023353909465,0.439405452674897,0.272190740740741,0.250013683127572,0.175982510288066,0.0978314814814815,0.108812139917695,0.118486625514403,0.137760596707819,0.0458485596707819,0.0561862139917695,0.056029012345679,0.0643707818930041,0.036568621399177,0.0442753086419753,0.0318737654320988,0.0248960905349794,0.036507304526749,0.00451748971193416,0.0249559670781893,0.0228474279835391,0.0220434156378601,0.0219033950617284,0.0121,0.014087037037037,0.00242551440329218,0.00326430041152263,0.00662139917695473,0.000675411522633745,0.00807181069958848,0.00772685185185185,0.00906574074074074,0,0.00738302469135802,0.0348765432098765,0.0168397119341564,0.00749557613168724,0,0.00864454732510288,0.00226460905349794,0.0196671810699588,0.00601224279835391,0.00843569958847737,0,0.007175,0.00144835390946502,0.00670565843621399,0,0.00480133744855967,0,0.00671069958847737,0.00775843621399177,0.00187654320987654,0,0.0265493827160494,0.00801018518518518,0,0,0,5.34979423868313e-06,0,0.00522006172839506,0.0012712962962963,0,0,0,0,0,0,0.0230277777777778,0,0,0,0.00140761316872428,0,0,0,0,0.000652674897119342,0,0,0,1.80041152263374e-05,0,0,1.01851851851852e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000876851851851852,0,0,0,0.00740679012345679,0,0,0.000138374485596708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0.528948456790123,0.535821193415638,0.499829423868313,0.552033127572017,0.422013580246914,0.34880524691358,0.30436841563786,0.243853086419753,0.120511625514403,0.0961308641975309,0.101645987654321,0.0827328189300412,0.0370788065843621,0.0538003086419753,0.0424387860082305,0.059826646090535,0.0346353909465021,0.0568599794238683,0.0485802469135802,0.0344704732510288,0.0291048353909465,0.0468432098765432,0,0.0377117283950617,0.0217225308641975,0.0577997942386831,0,0.0322018518518518,0.0378559670781893,0.0398318930041152,0.0316949588477366,0.00232283950617284,0.00908662551440329,0.000680452674897119,0.000886934156378601,0.00126759259259259,0.00966553497942387,0.00225987654320988,0.0104990740740741,0.00612397119341564,0,0,0.00840102880658436,0,0.00590792181069959,0.000434259259259259,0.0107199588477366,0,0.00122304526748971,0.00561553497942387,0.0196775720164609,0,0,0,0.0134451646090535,0.00996450617283951,0,0.00403971193415638,0.00412335390946502,0,0,0.00652417695473251,0.00416111111111111,0,0,0,0.000606995884773663,0.0130041152263374,0,0,0.00100792181069959,0,0,0.0114135802469136,0.00214074074074074,0.00219465020576132,0.00091440329218107,0,0,0.00705699588477366,0.00332201646090535,0,0,0,0,0,0.011284670781893,0,0,0,0,0.00493034979423868,0,0.000913168724279835,0,0.0203552469135802,0,0,0.010782304526749,0,0,0,0.00380329218106996,0.00243251028806584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177026748971193,0,0.000358847736625514,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61111111111111e-05,0,0,0,0,0,0
2026,0.565408127572016,0.487411111111111,0.535042386831276,0.534714403292181,0.451494444444444,0.343934979423868,0.297258230452675,0.277351131687243,0.12229012345679,0.0661432098765432,0.104998971193416,0.0963911522633745,0.0695871399176955,0.0681698559670782,0.0414737654320988,0.0482256172839506,0.0308508230452675,0.0479286008230453,0.0437279835390946,0.00627942386831276,0.0363320987654321,0.0444608024691358,0.0272294238683128,0.0381111111111111,0.0110534979423868,0.0167462962962963,0,0.0352454732510288,0.00358497942386831,0.0223534979423868,0.00268734567901235,0.00694382716049383,0.000383539094650206,0.0134480452674897,0,0,0.00653631687242798,0.00295565843621399,0,0.00594537037037037,0.0184985596707819,0,0.0101781893004115,0,0.00851759259259259,0.013712962962963,0,0.00129320987654321,0.00502325102880658,0.00122592592592593,0,0,0,0.0301344650205761,0.00798528806584362,0.00290884773662551,0.00166862139917695,0,0.00030462962962963,0.00475246913580247,0,0,0.00708086419753086,0.0202961934156379,0,0,0,0,0,0.0200341563786008,0.016238683127572,0,0,0.00193014403292181,0,0,0,0,0,0,0.00582592592592593,0,0,0,0,0.000811934156378601,0.000812139917695473,0,0.000761008230452675,0,0.000652366255144033,0,0,0,0,0,0,0,0,0,0,0,0,0.000249691358024691,0,0.0050477366255144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18106995884774e-05,0,0,0,0,0,0,0,0,0.0146937242798354,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0.521200102880658,0.496256995884774,0.495123353909465,0.461107510288066,0.460143621399177,0.314702160493827,0.275379835390947,0.193923971193416,0.129769341563786,0.0915828189300412,0.116499382716049,0.0804925925925926,0.0595289094650206,0.0629711934156379,0.0549122427983539,0.0501663580246914,0.0389791152263375,0.0275504115226337,0.0198105967078189,0.0503842592592593,0.0486894032921811,0.0141577160493827,0.0138053497942387,0.0366612139917695,0.0156873456790123,0.0108159465020576,0.00117119341563786,0.00876039094650206,0.00462150205761317,0.00277304526748971,0.00870205761316873,0.0117118312757202,0.0282908436213992,0.00492973251028807,0.00297654320987654,0.0172974279835391,0.00171399176954733,0.00474825102880658,0.00142633744855967,0.00806584362139918,0.00107366255144033,0.0185206790123457,0.00494876543209877,0.00842078189300412,0.00904022633744856,0.000567181069958848,0.003909670781893,0,0.0250845679012346,0.000394547325102881,0.00548508230452675,0,0,0.00269567901234568,0.0254089506172839,0.010340329218107,0.00184485596707819,0.0126952674897119,0.000314506172839506,0,0.00192098765432099,0.0132152263374486,0.0096951646090535,0.00523641975308642,0,0.00825637860082305,0,0.00646697530864198,0,0,0.00325102880658436,0,0,0.000794444444444444,0.0174849794238683,0.00393240740740741,0,0,0,0.00491471193415638,0.000647942386831276,0.000740740740740741,0,0,0,0.000684670781893004,2.77777777777778e-05,0,0.000592283950617284,0,0,1.12139917695473e-05,0,0,0,0,0,0,0,0,0,0.003625,0.00445380658436214,0.00492890946502058,0,0.000431378600823045,0,0,0,0,0,0,0.00618189300411523,0,0,0,0,0,0.00354958847736626,0.000758024691358025,0.0103012345679012,0,0.000989094650205761,0,0.00446141975308642,0,0,0,0,0,0,0,0,0,0,0,0,0.00144506172839506,0.00415061728395062,0,0,0,0,0,0
2028,0.536151234567901,0.486725925925926,0.475264094650206,0.501633127572017,0.437647530864198,0.278401028806584,0.258563683127572,0.216096604938272,0.150819032921811,0.102945576131687,0.10573878600823,0.135026646090535,0.0704803497942387,0.0550440329218107,0.077649279835391,0.0550448559670782,0.0610707818930041,0.0691033950617284,0.0404566872427984,0.0326734567901235,0.0520816872427984,0.0410187242798354,0.0549393004115226,0.0299578189300412,0.0316463991769547,0.015651646090535,0.0261871399176955,0.0351385802469136,0.0170319958847737,0.00755072016460905,0.00653261316872428,0.0141871399176955,0.0105190329218107,0.0375701646090535,0.000843518518518519,0.0164045267489712,0.00445185185185185,0,0.0103057613168724,0.00413487654320988,0,0.00100843621399177,0.00475915637860082,0,0.00551183127572016,0,0,0.000941358024691358,0,0,0.00230298353909465,0,0,0,0,0.00203518518518519,0.00732572016460905,0,0.00156646090534979,0,0.00288888888888889,5.55555555555556e-05,0.00143724279835391,0,0.00801635802469136,0.00127685185185185,0,0.00113374485596708,0,0,0.0150920781893004,0,0,0,0,1.80041152263374e-05,0,0,0,0.00407654320987654,0.000810390946502058,0.000245267489711934,0,0,0,0.00046358024691358,6.27572016460905e-06,0,0.000613065843621399,0.00423117283950617,0,3.13786008230453e-05,0,0,0,0,0,0,0,0,0,0.000761831275720165,1.80041152263374e-05,0,0.0118625514403292,0.00654969135802469,0,0,6.27572016460905e-06,0,0,0,0,0,0,0,0,0,0,0.00663405349794239,0,1.80041152263374e-05,0.000729218106995885,0,1.80041152263374e-05,0.000505452674897119,0,0,0,0,0,0,0,0.000991152263374486,0,0,0,0,1.80041152263374e-05,0.00670761316872428,0,0,0,0,0
2029,0.582024382716049,0.527945987654321,0.507334259259259,0.486007818930041,0.445412037037037,0.307790020576132,0.263590946502058,0.235327366255144,0.162971193415638,0.115861008230453,0.106196090534979,0.0909469135802469,0.0569504115226337,0.0601474279835391,0.0548704732510288,0.0124704732510288,0.0415807613168724,0.0441847736625514,0.0366399176954732,0.0295238683127572,0.0327110082304527,0.0379158436213992,0.0207658436213992,0.00816131687242798,0.03205,0.0099608024691358,0,0.0255227366255144,0.00684876543209877,0.00837314814814815,0,0.010034670781893,0.0213990740740741,0.000986008230452675,0.001040329218107,0.00198487654320988,0.00283477366255144,0.00495236625514403,0,0.0147269547325103,2.15020576131687e-05,0.0208855967078189,0.00178713991769547,0.0415513374485597,0.00203076131687243,0.0133677983539095,0.0172162551440329,0.00413292181069959,0.00139578189300412,0.00123117283950617,0.00478518518518518,0,0,0.00128641975308642,0.0192047325102881,0.00851748971193416,0,0.00125956790123457,0.00431069958847737,0.000801748971193416,0.00128960905349794,0.0247036008230453,0.000747119341563786,0.00995092592592593,0.00197088477366255,0.00368292181069959,0,0.000723456790123457,0,0.00228652263374486,0,0,0.00477047325102881,0,0.019482304526749,0,0,0,0,0,0,0,0.0291067901234568,0.00342458847736626,0.00222880658436214,0.00181543209876543,0.000594341563786008,0,0.00161615226337449,0,0,0.00158261316872428,0,0,0,0.000526028806584362,0,0,0,0,0,0,0,0.00243755144032922,0,0,0,0.00162901234567901,0.000519238683127572,0,0.00111882716049383,0,0,0.0101528806584362,0,0,0,0,0,0,0,0,4.50617283950617e-05,0,0,0,0,0,0,0,0,0,0.0145599794238683,0,0,0,0,0,0,0,0,0.00126460905349794,0,0,0
2030,0.579115534979424,0.54594146090535,0.505559567901235,0.477731275720165,0.426118518518519,0.302302674897119,0.260961111111111,0.219776440329218,0.154327057613169,0.131844341563786,0.0805994855967078,0.0849327160493827,0.0599506172839506,0.0480044238683128,0.0604840534979424,0.0597216049382716,0.0302628600823045,0.040333950617284,0.0212108024691358,0.073381378600823,0.0874891975308642,0.0123816872427984,0.0303355967078189,0.0437345679012346,0.0286602880658436,0.0413105967078189,0,0.00529259259259259,0.00670462962962963,0.00724639917695473,0,0.00446121399176955,0.00273518518518519,0.00809958847736626,0.013968621399177,0,0.0170361111111111,0.000379115226337449,0.0102995884773663,0.0162183127572016,0.00344444444444444,0,0.00754094650205761,0.0254490740740741,0.00301213991769547,0.013784670781893,0.00861810699588477,0.00329310699588477,0,0,0,0,0.000740740740740741,0,0,0.00377191358024691,0,0.000640637860082305,0.000903703703703704,0,0,0.00177685185185185,0,0,0,0.0306909465020576,0,0,0,0.0062309670781893,0.00370174897119342,0.00672510288065844,0.0113156378600823,0,0,0.000764506172839506,0.0191684156378601,0,0,0.00186707818930041,0,0.0116458847736626,0.00144722222222222,0,0,0.00267818930041152,0,0,0,0.00120648148148148,0,0.00221203703703704,0,0,0,0,0,0,0,0,1.28600823045267e-05,0.000617695473251029,0.000556584362139918,0,0,0,0,0,0,0,0,0.0121141975308642,0,0,0,0.00118600823045267,0,0,0,0,0,0.00116820987654321,0.000151337448559671,0,0.000824794238683128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000790534979423868,0,0,0,0,0,0
2031,0.555622427983539,0.469058024691358,0.508712860082305,0.466425617283951,0.463157510288066,0.304417283950617,0.238810082304527,0.191109053497942,0.115264711934156,0.0908975308641975,0.180155967078189,0.0876236625514403,0.112689094650206,0.0662402263374486,0.0207575102880658,0.0148473251028807,0.0713144032921811,0.0387701646090535,0.0397251028806584,0.00217757201646091,0.0401366255144033,0.0467721193415638,0.0337263374485597,0.0372255144032922,0.0289092592592593,0.00167767489711934,0.0187860082304527,0.0304501028806584,0.0393605967078189,0.00751800411522634,0.00185144032921811,0.0112598765432099,0.035652366255144,0.00278703703703704,0.0152366255144033,0.000553086419753086,0.0064761316872428,0.0164864197530864,0.00318384773662551,0.00897304526748971,0,0.00137047325102881,0.00492746913580247,0,0.00799475308641975,0.00612602880658436,0,0,0.0112182098765432,0.00700339506172839,0.0161634773662551,0.0180898148148148,0.00121347736625514,0.00513744855967078,0,0.0179013374485597,0.0022716049382716,0.00107006172839506,0.00130925925925926,0.0129712962962963,0,0,0.000492695473251029,0.0128987654320988,0.00275833333333333,0,0,0,0,0,0.000656893004115226,0,0,0,0,0.00450555555555556,0,0.0033108024691358,0,8.64197530864197e-06,0.00260452674897119,0,0,0,0,0.000427366255144033,8.74485596707819e-06,0,0.000290740740740741,0,0,0.000790534979423868,0,0,0,0,0,0,0,0,0,0.000499897119341564,8.64197530864197e-06,0,0,0.003065329218107,0,0,8.1275720164609e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000278600823045268,0,0.00110236625514403,0.00277716049382716,0,0.00912458847736626,0,0,0,0,0,0.00697150205761317,0.00197602880658436,0,0,0,8.64197530864197e-06,0,0,0,0,0,0
